id,name,image,description,created_at,updated_at,is_deleted
0131404b-2ca8-4491-9b5b-192e7613d049,Strawberry,https://storage.googleapis.com/chimple-prod.appspot.com/thumbnails/stickers/Strawberry.png,,2024-12-16 08:57:59.809415+00,2024-12-16 08:57:59.809415+00,false
